domain,item_id,item_name,sub_type,base_price,current_price,competitor_price,price_ratio,total_capacity,inventory_remaining,inventory_ratio,occupancy_rate,days_remaining,is_weekend,season,season_multiplier,special_event,event_multiplier,customer_segment,price_sensitivity,purchase_frequency,conversion_rate,booking_velocity,demand_score,units_booked
hotel,HTL-06,Sea Breeze Resort,Ocean View,6500.0,6350.0,11150.0,1.756,40,18,0.45,0.551,4,0,Holiday,1.6,Normal Day,1.0,Leisure,0.89,0.7,0.643,5.5,87.48,10
hotel,HTL-07,Urban Hub Suites,Studio Room,3200.0,3300.0,6350.0,1.924,80,42,0.525,0.474,7,0,Peak,1.35,Holiday,1.3,Business,0.45,2.0,0.692,5.5,91.07,13
hotel,HTL-08,Grand Palace Hotel,Deluxe,5000.0,5350.0,7860.0,1.469,50,9,0.18,0.812,12,1,Regular,1.0,Festival,1.45,Luxury,0.28,1.0,0.688,2.5,88.82,5
hotel,HTL-01,Sea Breeze Resort,Standard Room,3800.0,3800.0,9160.0,2.411,60,17,0.283,0.722,11,1,Holiday,1.6,Festival,1.45,Budget,1.46,1.8,0.687,4.5,100.0,11
hotel,HTL-02,Grand Palace Hotel,Executive Suite,9000.0,9260.0,13100.0,1.415,20,6,0.3,0.707,9,0,Peak,1.35,Normal Day,1.0,Business,0.4,0.7,0.658,4.5,85.06,6
hotel,HTL-03,Urban Hub Suites,Studio Room,3200.0,3470.0,5680.0,1.637,80,17,0.212,0.792,2,1,Peak,1.35,Weekend,1.15,Budget,1.52,1.3,0.64,4.5,93.03,9
hotel,HTL-04,Urban Hub Suites,Studio Room,3200.0,3520.0,3390.0,0.963,80,18,0.225,0.775,8,0,Regular,1.0,Normal Day,1.0,Leisure,1.0,2.1,0.468,2.5,60.52,3
hotel,HTL-05,Sea Breeze Resort,Ocean View,6500.0,6390.0,6960.0,1.089,40,18,0.45,0.55,2,0,Regular,1.0,Normal Day,1.0,Leisure,0.82,2.6,0.46,1.5,57.42,3
hotel,HTL-06,Sea Breeze Resort,Ocean View,6500.0,7890.0,10810.0,1.37,40,6,0.15,0.853,10,0,Peak,1.35,Normal Day,1.0,Business,0.38,3.4,0.664,3.5,85.83,5
hotel,HTL-07,Urban Hub Suites,Penthouse,12000.0,12150.0,21000.0,1.728,10,5,0.5,0.47,7,0,Holiday,1.6,Normal Day,1.0,Luxury,0.28,3.9,0.654,1.5,83.37,4
hotel,HTL-08,Sea Breeze Resort,Standard Room,3800.0,3820.0,5020.0,1.314,60,26,0.433,0.566,1,0,Regular,1.0,Holiday,1.3,Luxury,0.22,1.5,0.609,6.5,75.63,11
hotel,HTL-01,Sea Breeze Resort,Ocean View,6500.0,6540.0,9620.0,1.471,40,23,0.575,0.416,8,0,Holiday,1.6,Normal Day,1.0,Business,0.32,4.4,0.582,1.5,72.12,2
hotel,HTL-02,Grand Palace Hotel,Deluxe,5000.0,5250.0,10620.0,2.023,50,25,0.5,0.507,7,0,Holiday,1.6,Holiday,1.3,Budget,1.47,0.4,0.677,5.5,98.44,11
hotel,HTL-03,Urban Hub Suites,Penthouse,12000.0,11250.0,11890.0,1.057,10,6,0.6,0.407,10,0,Regular,1.0,Normal Day,1.0,Budget,1.45,0.2,0.341,1.5,44.45,1
hotel,HTL-04,City Central Inn,Economy Twin,2400.0,2380.0,1780.0,0.748,100,42,0.42,0.582,11,0,Low,0.8,Normal Day,1.0,Business,0.4,3.6,0.486,6.5,57.65,11
hotel,HTL-05,Urban Hub Suites,Studio Room,3200.0,3530.0,2450.0,0.694,80,33,0.412,0.591,11,0,Low,0.8,Normal Day,1.0,Leisure,0.86,0.7,0.312,2.5,34.24,1
hotel,HTL-06,Sea Breeze Resort,Standard Room,3800.0,4240.0,8010.0,1.889,60,19,0.317,0.687,2,1,Holiday,1.6,Weekend,1.15,Business,0.48,3.1,0.746,5.5,100.0,10
hotel,HTL-07,Grand Palace Hotel,Deluxe,5000.0,4800.0,5470.0,1.14,50,16,0.32,0.673,13,0,Regular,1.0,Normal Day,1.0,Budget,1.57,3.9,0.405,2.5,55.88,3
hotel,HTL-08,Grand Palace Hotel,Executive Suite,9000.0,9910.0,8490.0,0.857,20,5,0.25,0.77,7,1,Low,0.8,Weekend,1.15,Leisure,0.91,1.0,0.491,2.5,63.29,5
hotel,HTL-01,Sea Breeze Resort,Ocean View,6500.0,7400.0,11060.0,1.495,40,1,0.025,0.974,2,1,Regular,1.0,Concert,1.35,Business,0.41,5.3,0.727,1.5,96.29,1
hotel,HTL-02,City Central Inn,Economy Twin,2400.0,2430.0,3940.0,1.621,100,48,0.48,0.521,20,1,Peak,1.35,Weekend,1.15,Leisure,1.0,1.1,0.625,5.5,85.52,6
hotel,HTL-03,Mountain Bliss Lodge,Alpine Chalet,7500.0,9050.0,14900.0,1.646,25,1,0.04,0.98,1,1,Peak,1.35,Weekend,1.15,Leisure,0.89,0.3,0.682,7.5,93.63,1
hotel,HTL-04,Grand Palace Hotel,Executive Suite,9000.0,9170.0,8620.0,0.94,20,7,0.35,0.651,1,1,Low,0.8,Weekend,1.15,Luxury,0.24,6.8,0.616,8.5,76.93,7
hotel,HTL-05,Grand Palace Hotel,Deluxe,5000.0,5560.0,7530.0,1.354,50,12,0.24,0.761,1,1,Regular,1.0,Concert,1.35,Leisure,0.85,2.6,0.653,4.5,88.65,10
hotel,HTL-06,Grand Palace Hotel,Executive Suite,9000.0,9890.0,7780.0,0.787,20,11,0.55,0.429,38,0,Regular,1.0,Normal Day,1.0,Leisure,1.02,0.3,0.392,2.5,48.5,4
hotel,HTL-07,Grand Palace Hotel,Deluxe,5000.0,5030.0,4780.0,0.95,50,16,0.32,0.67,2,0,Regular,1.0,Normal Day,1.0,Budget,1.47,1.9,0.408,0.5,55.45,0
hotel,HTL-08,Urban Hub Suites,Penthouse,12000.0,12410.0,19870.0,1.601,10,4,0.4,0.629,27,0,Holiday,1.6,Normal Day,1.0,Budget,1.45,1.2,0.536,7.5,75.65,4
hotel,HTL-01,Sea Breeze Resort,Standard Room,3800.0,3910.0,5080.0,1.299,60,14,0.233,0.771,3,1,Regular,1.0,Weekend,1.15,Budget,1.46,1.0,0.557,5.5,79.14,10
hotel,HTL-02,Sea Breeze Resort,Standard Room,3800.0,3740.0,4330.0,1.158,60,26,0.433,0.573,2,1,Low,0.8,Holiday,1.3,Luxury,0.2,6.7,0.629,3.5,78.54,7
hotel,HTL-03,Grand Palace Hotel,Executive Suite,9000.0,8930.0,8630.0,0.966,20,8,0.4,0.624,56,1,Low,0.8,Weekend,1.15,Leisure,0.86,0.1,0.461,4.5,57.98,8
hotel,HTL-04,Sea Breeze Resort,Ocean View,6500.0,6420.0,5060.0,0.788,40,22,0.55,0.438,14,0,Low,0.8,Normal Day,1.0,Budget,1.56,2.0,0.286,2.5,36.71,1
hotel,HTL-05,City Central Inn,Economy Twin,2400.0,2600.0,3760.0,1.446,100,37,0.37,0.628,10,1,Peak,1.35,Weekend,1.15,Budget,1.52,1.0,0.513,0.5,72.65,1
hotel,HTL-06,Mountain Bliss Lodge,Alpine Chalet,7500.0,6540.0,5610.0,0.858,25,15,0.6,0.403,7,0,Low,0.8,Normal Day,1.0,Business,0.33,3.5,0.387,2.5,41.05,3
hotel,HTL-07,Grand Palace Hotel,Deluxe,5000.0,4870.0,12570.0,2.581,50,16,0.32,0.675,16,1,Holiday,1.6,Festival,1.45,Luxury,0.24,3.2,0.761,2.5,100.0,7
hotel,HTL-08,Sea Breeze Resort,Standard Room,3800.0,3660.0,3820.0,1.044,60,40,0.667,0.336,46,0,Regular,1.0,Normal Day,1.0,Leisure,0.87,1.6,0.382,4.5,45.45,6
hotel,HTL-01,City Central Inn,Economy Twin,2400.0,2660.0,3060.0,1.15,100,33,0.33,0.67,8,1,Regular,1.0,Weekend,1.15,Leisure,1.02,0.6,0.61,3.5,83.45,5
hotel,HTL-02,Urban Hub Suites,Penthouse,12000.0,11810.0,14800.0,1.253,10,7,0.7,0.341,9,0,Regular,1.0,Holiday,1.3,Leisure,0.9,0.9,0.557,6.5,73.76,7
hotel,HTL-03,Grand Palace Hotel,Executive Suite,9000.0,8910.0,8480.0,0.952,20,11,0.55,0.429,13,1,Regular,1.0,Weekend,1.15,Business,0.38,2.0,0.536,5.5,65.41,11
hotel,HTL-04,Urban Hub Suites,Studio Room,3200.0,3270.0,3200.0,0.979,80,39,0.487,0.51,6,0,Regular,1.0,Normal Day,1.0,Budget,1.46,1.6,0.388,3.5,52.09,3
hotel,HTL-05,Urban Hub Suites,Penthouse,12000.0,11020.0,9340.0,0.848,10,7,0.7,0.283,11,0,Low,0.8,Normal Day,1.0,Budget,1.44,0.3,0.337,3.5,43.8,1
hotel,HTL-06,Urban Hub Suites,Penthouse,12000.0,11290.0,10320.0,0.914,10,7,0.7,0.279,34,0,Low,0.8,Holiday,1.3,Budget,1.62,1.4,0.236,3.5,29.28,2
hotel,HTL-07,Mountain Bliss Lodge,Alpine Chalet,7500.0,8600.0,6410.0,0.745,25,8,0.32,0.675,15,0,Low,0.8,Normal Day,1.0,Leisure,0.91,0.6,0.397,1.5,48.2,2
hotel,HTL-08,Sea Breeze Resort,Standard Room,3800.0,4150.0,3770.0,0.908,60,12,0.2,0.801,31,1,Low,0.8,Weekend,1.15,Leisure,0.92,2.3,0.544,6.5,71.79,7
hotel,HTL-01,Sea Breeze Resort,Ocean View,6500.0,6640.0,10570.0,1.592,40,11,0.275,0.722,20,1,Peak,1.35,Weekend,1.15,Budget,1.53,1.0,0.628,4.5,91.09,8
hotel,HTL-02,Urban Hub Suites,Penthouse,12000.0,11260.0,11220.0,0.996,10,8,0.8,0.223,37,0,Regular,1.0,Normal Day,1.0,Luxury,0.25,3.5,0.448,2.5,50.03,3
hotel,HTL-03,City Central Inn,Economy Twin,2400.0,2740.0,3240.0,1.182,100,29,0.29,0.715,4,1,Regular,1.0,Holiday,1.3,Business,0.4,2.3,0.624,5.5,79.74,8
hotel,HTL-04,Mountain Bliss Lodge,Alpine Chalet,7500.0,8170.0,9510.0,1.164,25,6,0.24,0.749,2,1,Regular,1.0,Weekend,1.15,Luxury,0.2,7.4,0.644,3.5,81.01,6
hotel,HTL-05,Grand Palace Hotel,Executive Suite,9000.0,9590.0,11660.0,1.216,20,5,0.25,0.733,18,1,Regular,1.0,Weekend,1.15,Business,0.37,5.0,0.694,4.5,90.64,5
hotel,HTL-06,Urban Hub Suites,Studio Room,3200.0,3280.0,3290.0,1.003,80,15,0.188,0.81,10,0,Regular,1.0,Normal Day,1.0,Business,0.31,3.1,0.556,1.5,67.94,0
hotel,HTL-07,Sea Breeze Resort,Standard Room,3800.0,3840.0,5110.0,1.331,60,35,0.583,0.42,5,0,Peak,1.35,Normal Day,1.0,Leisure,0.96,2.3,0.527,4.5,69.55,8
hotel,HTL-08,City Central Inn,Economy Twin,2400.0,2470.0,2560.0,1.036,100,42,0.42,0.575,5,0,Regular,1.0,Normal Day,1.0,Leisure,0.87,4.1,0.457,0.5,57.4,0
hotel,HTL-01,City Central Inn,Economy Twin,2400.0,2290.0,3140.0,1.371,100,67,0.67,0.33,21,0,Regular,1.0,Festival,1.45,Leisure,0.85,0.7,0.541,6.5,70.66,9
hotel,HTL-02,Urban Hub Suites,Penthouse,12000.0,11770.0,9010.0,0.766,10,7,0.7,0.297,6,0,Low,0.8,Normal Day,1.0,Business,0.43,3.4,0.347,3.5,35.63,3
hotel,HTL-03,Grand Palace Hotel,Deluxe,5000.0,5610.0,5220.0,0.93,50,9,0.18,0.827,6,1,Low,0.8,Weekend,1.15,Leisure,0.96,0.6,0.504,3.5,65.91,3
hotel,HTL-04,Sea Breeze Resort,Standard Room,3800.0,3590.0,3780.0,1.053,60,33,0.55,0.452,28,0,Regular,1.0,Normal Day,1.0,Business,0.41,1.8,0.447,1.5,51.51,0
hotel,HTL-05,Sea Breeze Resort,Ocean View,6500.0,6130.0,7730.0,1.261,40,24,0.6,0.398,2,0,Regular,1.0,Holiday,1.3,Budget,1.48,1.1,0.471,3.5,65.62,5
hotel,HTL-06,City Central Inn,Economy Twin,2400.0,2520.0,3420.0,1.357,100,45,0.45,0.552,5,0,Peak,1.35,Normal Day,1.0,Business,0.48,1.4,0.562,3.5,70.48,9
hotel,HTL-07,Mountain Bliss Lodge,Alpine Chalet,7500.0,7790.0,7930.0,1.018,25,8,0.32,0.664,3,0,Regular,1.0,Normal Day,1.0,Business,0.27,4.3,0.538,0.5,64.72,1
hotel,HTL-08,City Central Inn,Economy Twin,2400.0,2540.0,1820.0,0.717,100,54,0.54,0.457,2,0,Low,0.8,Normal Day,1.0,Leisure,0.83,0.0,0.418,5.5,50.8,3
hotel,HTL-01,Sea Breeze Resort,Standard Room,3800.0,4420.0,7270.0,1.645,60,6,0.1,0.893,9,1,Peak,1.35,Weekend,1.15,Budget,1.48,1.0,0.562,3.5,80.09,6
hotel,HTL-02,Sea Breeze Resort,Standard Room,3800.0,4190.0,6150.0,1.468,60,14,0.233,0.762,13,1,Regular,1.0,Festival,1.45,Business,0.41,6.9,0.669,2.5,87.04,6
hotel,HTL-03,Grand Palace Hotel,Deluxe,5000.0,4740.0,4900.0,1.034,50,31,0.62,0.372,42,0,Regular,1.0,Normal Day,1.0,Budget,1.46,1.2,0.311,3.5,39.72,3
hotel,HTL-04,Sea Breeze Resort,Standard Room,3800.0,3950.0,4340.0,1.099,60,28,0.467,0.53,4,0,Regular,1.0,Normal Day,1.0,Leisure,0.84,0.9,0.475,3.5,60.01,3
hotel,HTL-05,City Central Inn,Economy Twin,2400.0,2260.0,1780.0,0.788,100,75,0.75,0.255,51,0,Low,0.8,Normal Day,1.0,Budget,1.58,1.1,0.292,2.5,37.9,2
hotel,HTL-06,Mountain Bliss Lodge,Alpine Chalet,7500.0,7700.0,6080.0,0.79,25,13,0.52,0.482,2,0,Low,0.8,Normal Day,1.0,Leisure,0.95,0.3,0.423,4.5,52.8,7
hotel,HTL-07,Sea Breeze Resort,Ocean View,6500.0,6290.0,5060.0,0.804,40,20,0.5,0.503,19,0,Low,0.8,Normal Day,1.0,Budget,1.46,0.5,0.266,1.5,32.5,2
hotel,HTL-08,City Central Inn,Economy Twin,2400.0,2450.0,2650.0,1.082,100,36,0.36,0.638,14,0,Low,0.8,Holiday,1.3,Budget,1.4,0.2,0.475,3.5,65.45,5
hotel,HTL-01,Grand Palace Hotel,Executive Suite,9000.0,8730.0,8330.0,0.954,20,11,0.55,0.447,1,0,Regular,1.0,Normal Day,1.0,Leisure,0.99,1.7,0.4,3.5,49.5,3
hotel,HTL-02,Grand Palace Hotel,Deluxe,5000.0,4830.0,5340.0,1.106,50,23,0.46,0.538,60,1,Regular,1.0,Weekend,1.15,Business,0.44,6.8,0.554,5.5,68.93,9
hotel,HTL-03,Urban Hub Suites,Studio Room,3200.0,2700.0,3660.0,1.356,80,68,0.85,0.151,23,0,Peak,1.35,Normal Day,1.0,Business,0.44,1.0,0.5,5.5,60.25,4
hotel,HTL-04,City Central Inn,Economy Twin,2400.0,2310.0,1780.0,0.771,100,61,0.61,0.389,4,0,Low,0.8,Normal Day,1.0,Luxury,0.24,1.7,0.424,2.5,46.18,3
hotel,HTL-05,Mountain Bliss Lodge,Alpine Chalet,7500.0,7820.0,5820.0,0.744,25,11,0.44,0.551,16,0,Low,0.8,Normal Day,1.0,Budget,1.44,0.9,0.296,4.5,37.13,7
hotel,HTL-06,Sea Breeze Resort,Standard Room,3800.0,4150.0,4180.0,1.007,60,19,0.317,0.678,2,0,Regular,1.0,Normal Day,1.0,Budget,1.45,1.4,0.397,0.5,53.44,0
hotel,HTL-07,Urban Hub Suites,Penthouse,12000.0,14790.0,17540.0,1.186,10,1,0.1,0.98,7,1,Low,0.8,Major Event,1.55,Leisure,0.88,0.7,0.611,3.5,82.18,1
hotel,HTL-08,Mountain Bliss Lodge,Alpine Chalet,7500.0,8560.0,18010.0,2.104,25,2,0.08,0.913,1,1,Peak,1.35,Festival,1.45,Leisure,0.86,0.8,0.723,3.5,100.0,2
hotel,HTL-01,Sea Breeze Resort,Standard Room,3800.0,3880.0,3740.0,0.964,60,33,0.55,0.455,2,0,Regular,1.0,Normal Day,1.0,Budget,1.66,3.1,0.415,2.5,58.36,2
hotel,HTL-02,City Central Inn,Economy Twin,2400.0,2580.0,4300.0,1.667,100,28,0.28,0.723,4,1,Peak,1.35,Holiday,1.3,Budget,1.41,3.3,0.645,5.5,92.78,5
hotel,HTL-03,Grand Palace Hotel,Executive Suite,9000.0,9750.0,9400.0,0.964,20,8,0.4,0.584,1,0,Regular,1.0,Normal Day,1.0,Business,0.46,4.7,0.476,2.5,56.5,3
hotel,HTL-04,Mountain Bliss Lodge,Alpine Chalet,7500.0,8130.0,7370.0,0.907,25,11,0.44,0.549,4,0,Regular,1.0,Normal Day,1.0,Leisure,0.96,0.1,0.399,0.5,49.08,0
hotel,HTL-05,Sea Breeze Resort,Ocean View,6500.0,6510.0,6710.0,1.031,40,19,0.475,0.536,6,0,Regular,1.0,Normal Day,1.0,Business,0.42,3.3,0.521,3.5,63.36,6
hotel,HTL-06,Mountain Bliss Lodge,Alpine Chalet,7500.0,7510.0,9780.0,1.302,25,5,0.2,0.793,3,1,Regular,1.0,Holiday,1.3,Business,0.38,4.5,0.725,7.5,95.68,5
hotel,HTL-07,Urban Hub Suites,Penthouse,12000.0,13130.0,15730.0,1.198,10,3,0.3,0.704,1,0,Peak,1.35,Normal Day,1.0,Budget,1.56,1.9,0.556,7.5,79.89,3
hotel,HTL-08,Sea Breeze Resort,Ocean View,6500.0,7120.0,12660.0,1.778,40,9,0.225,0.768,14,1,Holiday,1.6,Weekend,1.15,Budget,1.46,1.1,0.659,3.5,95.4,8
hotel,HTL-01,Urban Hub Suites,Studio Room,3200.0,3370.0,4460.0,1.323,80,35,0.438,0.56,25,0,Regular,1.0,Festival,1.45,Business,0.46,0.2,0.572,7.5,71.92,13
hotel,HTL-02,Urban Hub Suites,Studio Room,3200.0,3070.0,5020.0,1.635,80,45,0.562,0.434,4,0,Holiday,1.6,Normal Day,1.0,Luxury,0.2,2.1,0.616,0.5,76.46,1
hotel,HTL-03,Grand Palace Hotel,Deluxe,5000.0,4610.0,4630.0,1.004,50,32,0.64,0.36,3,0,Regular,1.0,Normal Day,1.0,Budget,1.52,1.3,0.336,0.5,44.39,0
hotel,HTL-04,Sea Breeze Resort,Ocean View,6500.0,6360.0,4960.0,0.78,40,23,0.575,0.425,21,0,Low,0.8,Normal Day,1.0,Leisure,0.97,2.7,0.336,0.5,39.0,0
hotel,HTL-05,City Central Inn,Economy Twin,2400.0,2280.0,2180.0,0.956,100,66,0.66,0.34,29,0,Regular,1.0,Normal Day,1.0,Leisure,0.9,2.5,0.395,1.5,47.82,0
hotel,HTL-06,Urban Hub Suites,Penthouse,12000.0,12270.0,17940.0,1.462,10,3,0.3,0.695,2,0,Peak,1.35,Normal Day,1.0,Business,0.44,2.8,0.684,7.5,89.67,3
hotel,HTL-07,Urban Hub Suites,Penthouse,12000.0,12390.0,9860.0,0.796,10,5,0.5,0.496,7,0,Low,0.8,Normal Day,1.0,Business,0.48,2.2,0.481,3.5,57.63,4
hotel,HTL-08,Urban Hub Suites,Studio Room,3200.0,3340.0,4480.0,1.341,80,29,0.362,0.637,4,0,Peak,1.35,Normal Day,1.0,Business,0.36,7.8,0.629,1.5,80.14,3
hotel,HTL-01,Sea Breeze Resort,Standard Room,3800.0,3540.0,3270.0,0.924,60,36,0.6,0.396,27,0,Regular,1.0,Normal Day,1.0,Budget,1.38,1.2,0.334,1.5,42.61,1
hotel,HTL-02,Sea Breeze Resort,Standard Room,3800.0,3730.0,3500.0,0.938,60,27,0.45,0.552,2,0,Regular,1.0,Normal Day,1.0,Luxury,0.28,1.4,0.492,2.5,57.46,2
hotel,HTL-03,Grand Palace Hotel,Executive Suite,9000.0,9940.0,10030.0,1.009,20,5,0.25,0.767,5,1,Low,0.8,Weekend,1.15,Leisure,0.84,1.1,0.52,3.5,67.31,5
hotel,HTL-04,City Central Inn,Economy Twin,2400.0,2660.0,3660.0,1.376,100,29,0.29,0.709,9,0,Peak,1.35,Normal Day,1.0,Budget,1.56,1.4,0.481,4.5,67.94,8
hotel,HTL-05,Sea Breeze Resort,Ocean View,6500.0,6740.0,5230.0,0.776,40,17,0.425,0.571,1,0,Low,0.8,Normal Day,1.0,Business,0.34,3.8,0.43,1.5,48.07,3
hotel,HTL-06,Sea Breeze Resort,Standard Room,3800.0,4250.0,10730.0,2.525,60,14,0.233,0.76,9,1,Holiday,1.6,Major Event,1.55,Business,0.44,1.0,0.749,7.5,100.0,14
hotel,HTL-07,Grand Palace Hotel,Deluxe,5000.0,4950.0,3780.0,0.764,50,32,0.64,0.353,13,0,Low,0.8,Normal Day,1.0,Budget,1.5,0.3,0.325,3.5,42.32,5
hotel,HTL-08,Grand Palace Hotel,Deluxe,5000.0,4540.0,5840.0,1.286,50,39,0.78,0.223,38,0,Regular,1.0,Holiday,1.3,Budget,1.57,3.0,0.321,0.5,42.43,0
hotel,HTL-01,Grand Palace Hotel,Executive Suite,9000.0,9910.0,9840.0,0.993,20,5,0.25,0.747,7,0,Low,0.8,Holiday,1.3,Business,0.42,6.3,0.517,0.5,62.78,1
hotel,HTL-02,Grand Palace Hotel,Executive Suite,9000.0,8920.0,7150.0,0.802,20,11,0.55,0.472,5,0,Low,0.8,Normal Day,1.0,Budget,1.53,2.3,0.262,1.5,32.6,1
