domain,item_id,item_name,sub_type,base_price,current_price,competitor_price,price_ratio,total_capacity,inventory_remaining,inventory_ratio,occupancy_rate,days_remaining,is_weekend,season,season_multiplier,special_event,event_multiplier,customer_segment,price_sensitivity,purchase_frequency,conversion_rate,booking_velocity,demand_score,units_booked
product,PRD-02,Ergonomic Mesh Office Chair,Furniture,8900.0,8850.0,9330.0,1.054,60,24,0.4,0.6,29,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.43,0.1,0.473,4.5,53.44,4
product,PRD-03,Ergonomic Mesh Office Chair,Furniture,8900.0,8860.0,10810.0,1.22,60,38,0.633,0.367,38,1,Summer Off-peak,0.85,Festival,1.4,Prime Member,0.72,1.0,0.609,11.5,79.04,12
product,PRD-04,Smart Fitness Tracker Band,Wearables,2800.0,2830.0,3060.0,1.081,200,87,0.435,0.565,40,0,Regular,1.0,Normal Day,1.0,Prime Member,0.67,8.0,0.492,4.5,58.81,5
product,PRD-05,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1150.0,1650.0,1.435,250,180,0.72,0.28,27,0,Festive Sale,1.4,Major Event,1.5,Impulse Buyer,0.41,0.5,0.616,5.5,77.63,6
product,PRD-06,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1250.0,1370.0,1.096,300,213,0.71,0.29,8,0,Summer Off-peak,0.85,Weekend,1.1,Prime Member,0.66,4.2,0.417,3.5,45.95,4
product,PRD-07,Noise-Cancelling Headphones Pro,Electronics,4500.0,4370.0,5690.0,1.302,150,106,0.707,0.293,30,1,Festive Sale,1.4,Flash Deal,1.35,Prime Member,0.65,5.1,0.601,6.5,77.05,12
product,PRD-08,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1180.0,1280.0,1.085,300,67,0.223,0.777,28,0,Regular,1.0,Normal Day,1.0,Prime Member,0.69,2.7,0.553,4.5,69.3,5
product,PRD-01,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1210.0,1580.0,1.306,300,110,0.367,0.633,29,1,Regular,1.0,Festival,1.4,Bargain Hunter,1.58,2.0,0.528,6.5,72.63,6
product,PRD-02,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1070.0,1190.0,1.112,250,49,0.196,0.804,14,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.42,0.7,0.489,2.5,56.13,3
product,PRD-03,Noise-Cancelling Headphones Pro,Electronics,4500.0,4710.0,7590.0,1.611,150,119,0.793,0.207,30,0,Festive Sale,1.4,Major Event,1.5,Prime Member,0.66,3.7,0.606,6.5,78.01,10
product,PRD-04,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1070.0,1330.0,1.243,250,66,0.264,0.736,22,1,Regular,1.0,Flash Deal,1.35,Impulse Buyer,0.41,0.7,0.659,10.5,84.86,14
product,PRD-05,Ergonomic Mesh Office Chair,Furniture,8900.0,8850.0,9270.0,1.047,60,54,0.9,0.1,29,0,Regular,1.0,Normal Day,1.0,Prime Member,0.74,3.9,0.437,2.5,49.91,3
product,PRD-06,Ergonomic Mesh Office Chair,Furniture,8900.0,9060.0,12130.0,1.339,60,53,0.883,0.117,16,1,Summer Off-peak,0.85,Festival,1.4,Bargain Hunter,1.55,0.8,0.521,9.5,71.22,8
product,PRD-07,Ergonomic Mesh Office Chair,Furniture,8900.0,8550.0,8490.0,0.993,60,24,0.4,0.6,6,0,Regular,1.0,Normal Day,1.0,Loyal Customer,0.53,0.6,0.405,2.5,42.7,2
product,PRD-08,Noise-Cancelling Headphones Pro,Electronics,4500.0,4600.0,4350.0,0.946,150,21,0.14,0.86,41,0,Regular,1.0,Normal Day,1.0,Loyal Customer,0.45,7.5,0.473,0.5,53.61,1
product,PRD-01,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1140.0,1460.0,1.281,250,46,0.184,0.816,19,1,Summer Off-peak,0.85,Festival,1.4,Impulse Buyer,0.46,0.8,0.637,6.5,81.58,8
product,PRD-02,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5230.0,5800.0,1.109,80,42,0.525,0.475,21,0,Summer Off-peak,0.85,Weekend,1.1,Prime Member,0.7,4.0,0.451,0.5,52.07,1
product,PRD-03,Noise-Cancelling Headphones Pro,Electronics,4500.0,4620.0,5650.0,1.223,150,93,0.62,0.38,16,1,Regular,1.0,Flash Deal,1.35,Prime Member,0.72,5.2,0.572,5.5,72.72,2
product,PRD-04,Smart Fitness Tracker Band,Wearables,2800.0,2790.0,2850.0,1.022,200,144,0.72,0.28,2,0,Summer Off-peak,0.85,Normal Day,1.0,Bargain Hunter,1.6,1.5,0.332,3.5,39.49,1
product,PRD-05,Ergonomic Mesh Office Chair,Furniture,8900.0,8450.0,8810.0,1.043,60,50,0.833,0.167,10,0,Regular,1.0,Normal Day,1.0,Prime Member,0.78,1.7,0.382,6.5,41.01,4
product,PRD-06,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1110.0,1350.0,1.216,250,213,0.852,0.148,31,1,Summer Off-peak,0.85,Flash Deal,1.35,Bargain Hunter,1.65,0.2,0.419,5.5,54.71,6
product,PRD-07,Ergonomic Mesh Office Chair,Furniture,8900.0,9070.0,10970.0,1.209,60,42,0.7,0.3,27,1,Regular,1.0,Flash Deal,1.35,Loyal Customer,0.54,1.5,0.512,2.5,60.97,4
product,PRD-08,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1080.0,1070.0,0.991,250,174,0.696,0.304,14,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.36,2.3,0.433,3.5,46.08,1
product,PRD-01,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1140.0,1550.0,1.36,250,162,0.648,0.352,21,0,Year End,1.3,Festival,1.4,Prime Member,0.7,11.6,0.599,3.5,77.25,3
product,PRD-02,Smart Fitness Tracker Band,Wearables,2800.0,2720.0,2930.0,1.077,200,125,0.625,0.375,29,0,Summer Off-peak,0.85,Normal Day,1.0,Prime Member,0.68,0.8,0.38,2.5,39.72,3
product,PRD-03,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5290.0,7220.0,1.365,80,46,0.575,0.425,13,1,Regular,1.0,Festival,1.4,Bargain Hunter,1.53,0.4,0.553,8.5,76.37,9
product,PRD-04,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1090.0,1640.0,1.505,250,236,0.944,0.056,22,0,Festive Sale,1.4,Festival,1.4,Bargain Hunter,1.66,0.5,0.57,10.5,80.41,13
product,PRD-05,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1100.0,1310.0,1.191,250,137,0.548,0.452,31,1,Festive Sale,1.4,Flash Deal,1.35,Bargain Hunter,1.56,3.8,0.558,5.5,77.46,9
product,PRD-06,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5290.0,4980.0,0.941,80,30,0.375,0.625,11,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.59,0.3,0.385,5.5,48.43,2
product,PRD-07,Ergonomic Mesh Office Chair,Furniture,8900.0,8560.0,8660.0,1.012,60,45,0.75,0.25,16,0,Summer Off-peak,0.85,Normal Day,1.0,Prime Member,0.65,10.6,0.45,4.5,51.5,4
product,PRD-08,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1110.0,1540.0,1.387,250,68,0.272,0.728,33,0,Year End,1.3,Festival,1.4,Bargain Hunter,1.57,1.7,0.526,4.5,72.18,6
product,PRD-01,Noise-Cancelling Headphones Pro,Electronics,4500.0,4740.0,4870.0,1.027,150,89,0.593,0.407,4,0,Regular,1.0,Normal Day,1.0,Prime Member,0.68,5.5,0.447,3.5,51.17,2
product,PRD-02,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1150.0,1110.0,0.965,250,129,0.516,0.484,41,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.56,4.4,0.379,2.5,47.17,3
product,PRD-03,Ultra HD 4K Monitor 27-inch,Electronics,18500.0,19370.0,25370.0,1.31,45,12,0.267,0.733,40,1,Regular,1.0,Flash Deal,1.35,Prime Member,0.68,9.4,0.615,9.5,79.66,12
product,PRD-04,Ultra HD 4K Monitor 27-inch,Electronics,18500.0,18000.0,24950.0,1.386,45,42,0.933,0.067,42,1,Regular,1.0,Festival,1.4,Prime Member,0.66,5.7,0.602,7.5,77.42,8
product,PRD-05,Noise-Cancelling Headphones Pro,Electronics,4500.0,4580.0,6070.0,1.325,150,49,0.327,0.673,5,1,Summer Off-peak,0.85,Festival,1.4,Loyal Customer,0.48,8.8,0.677,8.5,88.52,12
product,PRD-06,Smart Fitness Tracker Band,Wearables,2800.0,2850.0,2940.0,1.032,200,53,0.265,0.735,41,0,Regular,1.0,Normal Day,1.0,Loyal Customer,0.56,8.4,0.479,3.5,55.6,2
product,PRD-07,Ergonomic Mesh Office Chair,Furniture,8900.0,8840.0,12720.0,1.439,60,32,0.533,0.467,14,0,Festive Sale,1.4,Major Event,1.5,Impulse Buyer,0.43,0.0,0.695,6.5,91.2,7
product,PRD-08,Ergonomic Mesh Office Chair,Furniture,8900.0,8350.0,8800.0,1.054,60,40,0.667,0.333,35,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.64,1.9,0.36,3.5,44.46,4
product,PRD-01,Pro Gaming Mechanical Keyboard,Gaming,5200.0,4930.0,5620.0,1.14,80,43,0.537,0.463,16,0,Regular,1.0,Weekend,1.1,Loyal Customer,0.52,7.8,0.535,6.5,64.69,9
product,PRD-02,Ultra HD 4K Monitor 27-inch,Electronics,18500.0,19210.0,27960.0,1.455,45,32,0.711,0.289,41,0,Year End,1.3,Major Event,1.5,Bargain Hunter,1.65,0.0,0.444,5.5,58.87,5
product,PRD-03,Ergonomic Mesh Office Chair,Furniture,8900.0,9130.0,12670.0,1.388,60,20,0.333,0.667,31,0,Year End,1.3,Festival,1.4,Bargain Hunter,1.7,0.2,0.52,3.5,72.31,2
product,PRD-04,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5380.0,6580.0,1.223,80,39,0.487,0.512,12,1,Regular,1.0,Flash Deal,1.35,Bargain Hunter,1.6,0.8,0.517,7.5,70.85,10
product,PRD-05,Premium Running Shoes,Apparel,3900.0,3810.0,4040.0,1.06,110,57,0.518,0.482,21,0,Regular,1.0,Normal Day,1.0,Loyal Customer,0.57,6.2,0.43,1.5,47.27,1
product,PRD-06,Ergonomic Mesh Office Chair,Furniture,8900.0,8750.0,10310.0,1.178,60,32,0.533,0.467,30,0,Regular,1.0,Weekend,1.1,Bargain Hunter,1.64,1.0,0.443,2.5,58.62,1
product,PRD-07,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1070.0,1720.0,1.607,250,210,0.84,0.16,44,0,Festive Sale,1.4,Major Event,1.5,Loyal Customer,0.42,6.0,0.684,4.5,89.23,7
product,PRD-08,Ergonomic Mesh Office Chair,Furniture,8900.0,8680.0,12660.0,1.459,60,32,0.533,0.467,12,1,Year End,1.3,Festival,1.4,Bargain Hunter,1.59,2.7,0.633,11.5,90.55,12
product,PRD-01,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1100.0,1180.0,1.073,250,161,0.644,0.356,41,0,Regular,1.0,Normal Day,1.0,Prime Member,0.73,5.1,0.398,1.5,43.28,2
product,PRD-02,Ultra HD 4K Monitor 27-inch,Electronics,18500.0,17860.0,23340.0,1.307,45,21,0.467,0.533,43,1,Summer Off-peak,0.85,Festival,1.4,Prime Member,0.68,3.1,0.574,1.5,72.83,1
product,PRD-03,Premium Running Shoes,Apparel,3900.0,3870.0,4200.0,1.085,110,18,0.164,0.836,3,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.55,3.7,0.393,1.5,49.36,0
product,PRD-04,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1170.0,1310.0,1.12,250,90,0.36,0.64,3,1,Summer Off-peak,0.85,Flash Deal,1.35,Prime Member,0.75,3.5,0.606,9.5,78.83,11
product,PRD-05,Noise-Cancelling Headphones Pro,Electronics,4500.0,4620.0,4830.0,1.045,150,140,0.933,0.067,29,0,Summer Off-peak,0.85,Weekend,1.1,Loyal Customer,0.54,7.3,0.429,3.5,46.91,5
product,PRD-06,Noise-Cancelling Headphones Pro,Electronics,4500.0,4300.0,6750.0,1.57,150,143,0.953,0.047,23,0,Festive Sale,1.4,Major Event,1.5,Bargain Hunter,1.64,1.6,0.567,6.5,79.73,5
product,PRD-07,Noise-Cancelling Headphones Pro,Electronics,4500.0,4370.0,4520.0,1.034,150,82,0.547,0.453,24,0,Regular,1.0,Normal Day,1.0,Prime Member,0.75,5.8,0.439,4.5,50.37,3
product,PRD-08,Ergonomic Mesh Office Chair,Furniture,8900.0,9100.0,10700.0,1.176,60,33,0.55,0.45,38,0,Regular,1.0,Weekend,1.1,Prime Member,0.75,5.7,0.508,4.5,62.13,3
product,PRD-01,Ergonomic Mesh Office Chair,Furniture,8900.0,8840.0,12170.0,1.377,60,40,0.667,0.333,22,0,Festive Sale,1.4,Festival,1.4,Bargain Hunter,1.58,0.1,0.614,10.5,87.21,12
product,PRD-02,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1110.0,1330.0,1.198,250,175,0.7,0.3,44,1,Regular,1.0,Flash Deal,1.35,Bargain Hunter,1.59,0.3,0.502,5.5,68.28,8
product,PRD-03,Ergonomic Mesh Office Chair,Furniture,8900.0,8590.0,11550.0,1.345,60,50,0.833,0.167,38,1,Festive Sale,1.4,Festival,1.4,Loyal Customer,0.48,9.9,0.688,6.5,90.52,7
product,PRD-04,Ergonomic Mesh Office Chair,Furniture,8900.0,8940.0,13590.0,1.52,60,41,0.683,0.317,27,0,Festive Sale,1.4,Festival,1.4,Prime Member,0.63,4.5,0.645,6.5,84.36,9
product,PRD-05,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1100.0,1570.0,1.427,250,210,0.84,0.16,42,0,Year End,1.3,Major Event,1.5,Bargain Hunter,1.71,5.2,0.557,10.5,78.68,14
product,PRD-06,Premium Running Shoes,Apparel,3900.0,3950.0,4380.0,1.109,110,35,0.318,0.682,27,0,Regular,1.0,Weekend,1.1,Bargain Hunter,1.52,3.7,0.401,5.5,50.44,3
product,PRD-07,Ergonomic Mesh Office Chair,Furniture,8900.0,8790.0,9500.0,1.081,60,44,0.733,0.267,20,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.39,2.6,0.465,4.5,51.83,1
product,PRD-08,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1120.0,1130.0,1.009,250,107,0.428,0.572,25,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.59,0.2,0.409,4.5,52.44,4
product,PRD-01,Premium Running Shoes,Apparel,3900.0,3850.0,5170.0,1.343,110,73,0.664,0.336,27,1,Regular,1.0,Festival,1.4,Prime Member,0.74,9.4,0.628,6.5,82.42,6
product,PRD-02,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1150.0,1660.0,1.443,250,65,0.26,0.74,31,0,Year End,1.3,Festival,1.4,Bargain Hunter,1.57,1.2,0.613,10.5,86.97,15
product,PRD-03,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1240.0,1290.0,1.04,300,195,0.65,0.35,30,0,Summer Off-peak,0.85,Weekend,1.1,Prime Member,0.77,8.7,0.473,4.5,56.29,5
product,PRD-04,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1190.0,1220.0,1.025,300,118,0.393,0.607,42,0,Regular,1.0,Normal Day,1.0,Prime Member,0.59,4.4,0.411,0.5,44.22,0
product,PRD-05,Ergonomic Mesh Office Chair,Furniture,8900.0,8780.0,12310.0,1.402,60,54,0.9,0.1,26,0,Festive Sale,1.4,Major Event,1.5,Bargain Hunter,1.61,0.2,0.523,7.5,71.96,10
product,PRD-06,Noise-Cancelling Headphones Pro,Electronics,4500.0,4590.0,5450.0,1.187,150,104,0.693,0.307,2,1,Summer Off-peak,0.85,Flash Deal,1.35,Impulse Buyer,0.44,0.3,0.574,7.5,70.71,8
product,PRD-07,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1220.0,1660.0,1.361,300,143,0.477,0.523,39,1,Regular,1.0,Festival,1.4,Loyal Customer,0.52,16.5,0.687,4.5,90.54,5
product,PRD-08,Ultra HD 4K Monitor 27-inch,Electronics,18500.0,18020.0,25650.0,1.423,45,39,0.867,0.133,11,0,Year End,1.3,Major Event,1.5,Prime Member,0.68,5.1,0.58,4.5,73.77,2
product,PRD-01,Premium Running Shoes,Apparel,3900.0,3800.0,5000.0,1.316,110,83,0.755,0.245,35,1,Year End,1.3,Flash Deal,1.35,Impulse Buyer,0.43,1.5,0.688,8.5,90.05,15
product,PRD-02,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1100.0,1240.0,1.127,250,129,0.516,0.484,19,0,Regular,1.0,Weekend,1.1,Prime Member,0.8,9.3,0.449,3.5,52.58,1
product,PRD-03,Premium Running Shoes,Apparel,3900.0,4040.0,3780.0,0.936,110,19,0.173,0.827,30,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.62,2.5,0.325,2.5,38.43,2
product,PRD-04,Ultra HD 4K Monitor 27-inch,Electronics,18500.0,19660.0,19370.0,0.985,45,36,0.8,0.2,7,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.62,1.0,0.306,4.5,35.11,1
product,PRD-05,Noise-Cancelling Headphones Pro,Electronics,4500.0,4670.0,6000.0,1.285,150,110,0.733,0.267,8,1,Year End,1.3,Festival,1.4,Prime Member,0.67,1.4,0.584,9.5,74.43,13
product,PRD-06,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5100.0,5250.0,1.029,80,22,0.275,0.725,16,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.38,0.1,0.468,2.5,52.22,3
product,PRD-07,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5260.0,7110.0,1.352,80,58,0.725,0.275,16,1,Summer Off-peak,0.85,Flash Deal,1.35,Bargain Hunter,1.55,0.6,0.485,5.5,65.06,8
product,PRD-08,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1110.0,1140.0,1.027,250,134,0.536,0.464,22,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.64,1.1,0.338,4.5,40.87,3
product,PRD-01,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1240.0,1640.0,1.323,300,203,0.677,0.323,30,0,Festive Sale,1.4,Festival,1.4,Loyal Customer,0.54,2.6,0.678,7.5,89.19,11
product,PRD-02,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1240.0,1210.0,0.976,300,195,0.65,0.35,34,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.35,0.3,0.437,4.5,46.59,8
product,PRD-03,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1260.0,1480.0,1.175,300,170,0.567,0.433,9,1,Regular,1.0,Festival,1.4,Loyal Customer,0.51,2.6,0.613,4.5,77.92,5
product,PRD-04,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5590.0,5160.0,0.923,80,44,0.55,0.45,42,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.64,1.9,0.261,1.5,27.76,0
product,PRD-05,Noise-Cancelling Headphones Pro,Electronics,4500.0,4570.0,4560.0,0.998,150,96,0.64,0.36,26,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.34,0.0,0.375,0.5,35.96,0
product,PRD-06,Ergonomic Mesh Office Chair,Furniture,8900.0,9070.0,9830.0,1.084,60,13,0.217,0.783,44,0,Summer Off-peak,0.85,Weekend,1.1,Impulse Buyer,0.4,0.0,0.488,3.5,55.78,4
product,PRD-07,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5410.0,5170.0,0.956,80,57,0.713,0.287,15,0,Regular,1.0,Normal Day,1.0,Impulse Buyer,0.48,0.2,0.362,0.5,34.98,0
product,PRD-08,Pro Gaming Mechanical Keyboard,Gaming,5200.0,5340.0,5260.0,0.985,80,45,0.562,0.438,1,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.51,2.8,0.356,5.5,42.74,3
product,PRD-01,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1160.0,1810.0,1.56,300,65,0.217,0.783,44,0,Festive Sale,1.4,Major Event,1.5,Impulse Buyer,0.37,0.5,0.713,5.5,93.74,8
product,PRD-02,Smart Fitness Tracker Band,Wearables,2800.0,2690.0,2610.0,0.97,200,159,0.795,0.205,37,0,Regular,1.0,Normal Day,1.0,Loyal Customer,0.54,4.3,0.414,2.5,44.35,1
product,PRD-03,Ergonomic Mesh Office Chair,Furniture,8900.0,8960.0,9490.0,1.059,60,33,0.55,0.45,20,0,Regular,1.0,Normal Day,1.0,Prime Member,0.65,5.0,0.41,2.5,44.64,2
product,PRD-04,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1190.0,1650.0,1.387,300,234,0.78,0.22,7,1,Year End,1.3,Festival,1.4,Bargain Hunter,1.54,1.2,0.597,7.5,83.99,8
product,PRD-05,Smart Fitness Tracker Band,Wearables,2800.0,2760.0,3680.0,1.333,200,119,0.595,0.405,1,1,Summer Off-peak,0.85,Festival,1.4,Prime Member,0.66,7.6,0.631,9.5,82.22,14
product,PRD-06,Noise-Cancelling Headphones Pro,Electronics,4500.0,4470.0,4670.0,1.045,150,39,0.26,0.74,10,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.59,0.2,0.365,4.5,44.95,4
product,PRD-07,Ergonomic Mesh Office Chair,Furniture,8900.0,8910.0,13470.0,1.512,60,19,0.317,0.683,11,0,Year End,1.3,Major Event,1.5,Bargain Hunter,1.54,0.5,0.515,2.5,70.06,2
product,PRD-08,Noise-Cancelling Headphones Pro,Electronics,4500.0,4650.0,6490.0,1.396,150,127,0.847,0.153,17,0,Festive Sale,1.4,Festival,1.4,Prime Member,0.65,5.5,0.568,4.5,71.42,3
product,PRD-01,Hydro Stainless Thermal Flask,Home & Kitchen,1100.0,1050.0,1110.0,1.057,250,213,0.852,0.148,39,0,Summer Off-peak,0.85,Normal Day,1.0,Prime Member,0.75,3.4,0.416,6.5,46.5,9
product,PRD-02,Noise-Cancelling Headphones Pro,Electronics,4500.0,4510.0,4060.0,0.9,150,43,0.287,0.713,43,0,Regular,1.0,Normal Day,1.0,Loyal Customer,0.44,8.4,0.47,7.5,53.06,6
product,PRD-03,Ergonomic Mesh Office Chair,Furniture,8900.0,9160.0,8550.0,0.933,60,44,0.733,0.267,32,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.55,0.7,0.311,4.5,35.49,2
product,PRD-04,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1190.0,1880.0,1.58,300,127,0.423,0.577,8,0,Festive Sale,1.4,Major Event,1.5,Bargain Hunter,1.58,1.2,0.614,7.5,87.21,6
product,PRD-05,Ultra HD 4K Monitor 27-inch,Electronics,18500.0,19440.0,19910.0,1.024,45,23,0.511,0.489,12,0,Summer Off-peak,0.85,Normal Day,1.0,Prime Member,0.68,8.9,0.452,4.5,52.04,4
product,PRD-06,Organic Fairtrade Coffee 1kg,Grocery,1200.0,1240.0,1240.0,1.0,300,237,0.79,0.21,20,0,Regular,1.0,Normal Day,1.0,Bargain Hunter,1.63,1.2,0.297,1.5,33.74,1
product,PRD-07,Smart Fitness Tracker Band,Wearables,2800.0,2720.0,3730.0,1.371,200,97,0.485,0.515,30,1,Summer Off-peak,0.85,Flash Deal,1.35,Prime Member,0.75,4.7,0.618,4.5,80.85,4
product,PRD-08,Smart Fitness Tracker Band,Wearables,2800.0,2950.0,2760.0,0.936,200,70,0.35,0.65,23,0,Regular,1.0,Normal Day,1.0,Prime Member,0.67,6.5,0.451,1.5,51.8,0
